"","Churn","SeniorCitizen","tenure","MonthlyCharges","TotalCharges","gender_Male","Partner_Yes","Dependents_Yes","PhoneService_Yes","MultipleLines_No.phone.service","MultipleLines_Yes","InternetService_Fiber.optic","InternetService_No","OnlineSecurity_No.internet.service","OnlineSecurity_Yes","OnlineBackup_No.internet.service","OnlineBackup_Yes","DeviceProtection_No.internet.service","DeviceProtection_Yes","TechSupport_No.internet.service","TechSupport_Yes","StreamingTV_No.internet.service","StreamingTV_Yes","StreamingMovies_No.internet.service","StreamingMovies_Yes","Contract_One.year","Contract_Two.year","PaperlessBilling_Yes","PaymentMethod_Credit.card..automatic.","PaymentMethod_Electronic.check","PaymentMethod_Mailed.check"
"400","No","-0.4398853","-0.38156949","-1.4859296270","-8.240711e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"401","No","-0.4398853","-0.01511224","-1.4958997011","-7.318110e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"402","No","-0.4398853","-0.87017916","-1.4859296270","-9.023630e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"403","Yes","-0.4398853"," 1.49143426"," 1.1528166582"," 2.085397e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"404","No","-0.4398853"," 1.45071678","-0.2945057690"," 6.913239e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"405","No","-0.4398853","-0.50372191","-1.4975613802","-8.221734e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"406","No","-0.4398853"," 1.61358668","-1.4942380221","-3.590637e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"407","No","-0.4398853"," 1.12497700"," 1.0182206575"," 1.557743e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"408","No"," 2.2729973","-0.01511224"," 0.9700319659"," 2.555767e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"409","Yes","-0.4398853","-1.27735389","-1.4909146641","-9.984847e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"410","Yes","-0.4398853","-1.27735389","-1.5008847382","-9.986171e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"411","Yes"," 2.2729973","-1.19591895"," 0.5512888526","-9.041283e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"412","No","-0.4398853"," 0.55493238","-1.3397018732","-5.367431e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"413","No","-0.4398853","-0.13726465"," 0.3385939379","-5.882682e-02","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"414","No","-0.4398853"," 0.75851975"," 0.7506903351"," 9.668022e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"415","No"," 2.2729973"," 0.63636733"," 0.1956895421"," 5.572699e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"416","No","-0.4398853","-0.66659180"," 0.2820968512","-4.795468e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"417","No","-0.4398853"," 1.53215173"," 1.1278914729"," 2.019772e+00"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"418","No","-0.4398853"," 0.31062755","-1.3280701200","-5.550363e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"419","Yes","-0.4398853","-0.42228696"," 0.6160943344","-1.926160e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"420","Yes"," 2.2729973","-1.27735389"," 0.3502256911","-9.740350e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"421","No","-0.4398853","-1.11448400","-1.3446869102","-9.489013e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"422","No","-0.4398853","-1.03304905"," 0.1691026778","-7.797836e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"423","No","-0.4398853","-0.13726465"," 1.1893735966"," 2.418955e-01"," 0.9904615","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"424","No","-0.4398853"," 0.47349744","-1.2981598976","-5.171702e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"425","No","-0.4398853","-0.91089664","-0.7996561914","-8.089776e-01","-1.0094870","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"426","No"," 2.2729973"," 0.92138964","-0.4357484858"," 2.454702e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"427","No"," 2.2729973"," 0.79923722"," 1.3405863875"," 1.365500e+00"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"428","No","-0.4398853","-0.91089664"," 0.7041633225","-6.283412e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"429","No","-0.4398853","-0.58515685"," 0.3601957652","-3.915897e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"430","No","-0.4398853"," 1.45071678","-0.2164068550"," 7.473287e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"431","Yes","-0.4398853"," 1.16569448","-1.5075314543","-4.853723e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"432","No","-0.4398853"," 1.61358668"," 0.0145665289"," 1.104254e+00","-1.0094870"," 1.0344568"," 1.5289155","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"433","No","-0.4398853","-1.23663642","-0.3759280411","-9.545282e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"434","Yes","-0.4398853","-0.82946169","-0.6434583634","-7.782610e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"435","No","-0.4398853"," 0.35134502","-1.4958997011","-6.103129e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"436","No","-0.4398853","-0.25941707","-0.6750302648","-4.848207e-01","-1.0094870","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"437","No","-0.4398853"," 0.14775766","-1.4593427627","-6.894875e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"438","No","-0.4398853"," 1.61358668"," 1.6380269323"," 2.730004e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"439","No","-0.4398853"," 0.10704018"," 0.8337742862"," 3.878654e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"440","No","-0.4398853","-1.27735389","-0.3227543124","-9.829720e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"441","No","-0.4398853","-0.66659180"," 1.6014699938","-1.764413e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"442","No"," 2.2729973"," 0.67708480"," 1.2226071771"," 1.230453e+00","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"443","No","-0.4398853"," 0.88067217"," 1.6579670805"," 1.662559e+00","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"444","No","-0.4398853","-0.58515685"," 0.0012730967","-4.923674e-01","-1.0094870","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"445","No","-0.4398853"," 0.14775766"," 0.5197169512"," 2.892061e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"446","Yes","-0.4398853"," 1.12497700"," 1.3671732519"," 1.815678e+00","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"447","Yes","-0.4398853","-1.27735389"," 0.1591326037","-9.765727e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"448","No","-0.4398853"," 0.79923722","-1.3197617249","-4.466677e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"449","No","-0.4398853","-0.99233158"," 0.9966188302","-6.720549e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"450","No","-0.4398853"," 1.61358668"," 1.3538798197"," 2.351939e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"451","No","-0.4398853"," 1.28784689","-1.3313934781","-2.822722e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
