Gone,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,31,Travel_Rarely,8,1,Male,3,3,Sales Executive,4,Divorced,10793,1,No,18,3,1,1,13,5,3,13,7,9,9
Yes,46,Travel_Rarely,9,1,Male,3,3,Sales Executive,4,Divorced,10096,4,No,11,3,1,1,28,1,4,7,7,4,3
Yes,39,Non-Travel,2,1,Female,2,1,Laboratory Technician,1,Single,3646,2,Yes,23,4,2,0,11,2,4,1,0,0,0
Yes,31,Travel_Frequently,1,3,Female,4,3,Manufacturing Director,2,Single,7446,1,No,11,3,1,0,10,2,3,10,8,4,7
No,45,Travel_Rarely,20,2,Male,1,3,Healthcare Representative,1,Divorced,10851,2,Yes,18,3,2,1,24,2,3,7,7,0,7
No,31,Travel_Rarely,8,4,Female,4,1,Human Resources,2,Single,2109,9,No,18,3,4,0,8,3,3,3,2,0,2
Yes,31,Travel_Frequently,2,2,Male,3,1,Laboratory Technician,4,Married,3722,6,Yes,13,3,3,1,7,2,1,2,2,2,2
No,45,Travel_Rarely,29,2,Male,3,3,Manufacturing Director,4,Married,9380,4,Yes,18,3,4,2,10,4,4,3,1,1,2
No,48,Travel_Rarely,7,3,Male,3,2,Sales Executive,1,Divorced,5486,4,No,11,3,1,3,15,3,3,2,2,2,2
Yes,34,Travel_Rarely,9,1,Female,3,1,Human Resources,3,Married,2742,1,No,15,3,4,0,2,0,3,2,2,2,2
No,40,Non-Travel,8,4,Male,2,3,Research Director,2,Divorced,13757,2,No,11,3,3,1,16,5,3,9,8,4,8
No,28,Travel_Rarely,5,4,Male,3,2,Sales Executive,1,Single,8463,0,No,18,3,4,0,6,4,3,5,4,1,3
No,44,Non-Travel,5,3,Male,2,1,Laboratory Technician,3,Single,3162,3,No,14,3,4,0,7,5,3,5,2,0,3
No,53,Travel_Rarely,2,4,Male,4,4,Research Director,2,Single,16598,4,No,12,3,2,0,35,2,2,9,8,8,8
No,49,Travel_Rarely,5,1,Male,3,2,Healthcare Representative,3,Married,6651,2,No,14,3,2,1,20,0,2,3,2,1,2
No,40,Travel_Rarely,2,3,Male,3,1,Research Scientist,3,Divorced,2345,2,No,14,3,3,1,8,3,4,3,1,1,2
No,44,Travel_Rarely,20,4,Male,3,1,Research Scientist,2,Single,3420,1,No,13,3,3,0,6,3,2,5,2,1,3
No,33,Travel_Frequently,7,4,Male,3,2,Sales Executive,1,Married,4373,0,No,14,3,1,2,5,2,3,4,3,0,3
No,34,Travel_Rarely,3,4,Male,1,2,Sales Executive,1,Single,4759,3,No,18,3,4,0,15,2,3,13,9,3,12
No,30,Travel_Rarely,16,4,Male,3,2,Sales Executive,3,Married,5301,8,No,15,3,3,2,4,2,2,2,1,2,2
No,42,Travel_Frequently,9,1,Female,3,1,Laboratory Technician,4,Single,3673,1,No,13,3,3,0,12,3,3,12,9,5,8
No,44,Travel_Frequently,1,1,Female,3,2,Sales Executive,3,Married,4768,7,No,12,3,3,1,11,4,2,1,0,0,0
No,30,Non-Travel,7,3,Male,3,1,Research Scientist,3,Divorced,1274,1,No,13,3,2,2,1,2,2,1,0,0,0
No,57,Travel_Rarely,1,2,Male,4,2,Research Scientist,3,Married,4900,0,No,24,4,1,1,13,2,2,12,9,2,8
No,49,Travel_Rarely,7,3,Male,3,3,Healthcare Representative,2,Divorced,10466,3,No,14,3,2,2,29,3,3,8,7,0,7
No,34,Travel_Frequently,15,2,Male,3,4,Research Director,1,Divorced,17007,7,No,14,3,4,2,16,3,2,14,8,6,9
Yes,28,Travel_Frequently,1,1,Male,3,1,Sales Representative,3,Married,2909,3,No,15,3,4,1,5,3,4,3,2,1,2
Yes,29,Travel_Frequently,13,1,Female,3,2,Sales Executive,2,Single,5765,5,No,11,3,1,0,7,4,1,5,3,0,0
Yes,34,Travel_Rarely,24,1,Female,2,2,Sales Executive,2,Single,4599,0,Yes,23,4,3,0,16,2,4,15,9,10,10
No,35,Travel_Rarely,7,4,Male,3,1,Sales Representative,3,Married,2404,1,No,13,3,1,1,1,3,3,1,0,0,0
Yes,24,Travel_Frequently,9,2,Male,3,1,Laboratory Technician,1,Single,3172,2,Yes,11,3,3,0,4,2,2,0,0,0,0
No,24,Non-Travel,13,4,Female,3,1,Sales Representative,2,Married,2033,1,No,13,3,3,1,1,2,3,1,0,0,0
No,44,Travel_Frequently,2,2,Male,3,3,Manufacturing Director,3,Single,10209,5,Yes,18,3,2,0,16,2,2,2,2,2,2
No,29,Travel_Rarely,19,3,Male,2,2,Sales Executive,3,Divorced,8620,1,No,14,3,3,2,10,3,3,10,7,0,4
No,30,Travel_Rarely,1,3,Male,3,1,Human Resources,3,Divorced,2064,0,No,21,4,1,1,6,3,4,5,3,1,3
No,55,Travel_Rarely,4,4,Male,3,2,Healthcare Representative,3,Married,4035,0,Yes,16,3,2,0,4,2,3,3,2,1,2
No,33,Travel_Rarely,4,1,Female,2,1,Laboratory Technician,2,Married,3838,8,No,11,3,4,0,8,5,3,5,4,0,2
No,47,Travel_Rarely,14,3,Female,3,2,Sales Executive,3,Married,4591,3,Yes,17,3,3,1,11,4,2,5,4,1,2
Yes,28,Travel_Frequently,2,3,Male,2,1,Laboratory Technician,1,Single,2561,7,No,11,3,3,0,8,2,2,0,0,0,0
No,28,Travel_Rarely,1,1,Male,2,1,Research Scientist,3,Divorced,1563,1,No,14,3,4,1,1,2,1,1,0,0,0
No,28,Travel_Frequently,7,3,Male,3,2,Sales Executive,1,Single,4898,0,No,14,3,4,0,5,5,3,4,2,1,3
No,49,Travel_Rarely,3,3,Female,2,2,Laboratory Technician,1,Married,4789,4,No,25,4,1,1,10,3,3,3,2,1,2
No,29,Travel_Frequently,2,4,Female,3,1,Laboratory Technician,2,Married,3180,0,No,13,3,3,3,4,3,3,3,2,0,2
No,28,Travel_Rarely,29,3,Male,1,2,Manufacturing Director,2,Married,6549,1,No,14,3,2,2,8,2,2,8,6,1,7
No,33,Travel_Rarely,8,4,Male,3,2,Healthcare Representative,3,Single,6388,2,Yes,17,3,1,0,14,6,3,0,0,0,0
No,32,Travel_Rarely,10,3,Male,3,3,Manager,4,Single,11244,2,No,25,4,2,0,10,5,4,5,2,0,0
No,54,Travel_Frequently,11,2,Female,3,4,Manager,4,Divorced,16032,3,No,20,4,1,1,26,2,3,14,9,1,12
Yes,29,Travel_Rarely,1,1,Male,2,1,Research Scientist,1,Single,2362,6,No,13,3,3,0,11,2,1,9,7,0,7
No,44,Travel_Rarely,28,4,Male,3,4,Research Director,1,Married,16328,3,No,13,3,3,1,24,1,4,20,6,14,17
No,39,Travel_Rarely,6,2,Female,3,3,Manufacturing Director,2,Single,8376,4,No,18,3,4,0,9,3,3,2,0,2,2
No,46,Travel_Rarely,3,3,Female,3,4,Manager,2,Married,16606,8,No,12,3,4,1,23,2,4,13,12,5,1
No,35,Travel_Rarely,16,4,Female,2,3,Healthcare Representative,2,Single,8606,1,No,19,3,4,0,11,3,1,11,8,3,3
No,23,Travel_Rarely,20,1,Male,3,2,Laboratory Technician,3,Single,2272,0,No,14,3,2,0,5,2,3,4,3,1,2
Yes,40,Travel_Rarely,9,4,Male,3,1,Laboratory Technician,1,Single,2018,3,No,14,3,2,0,15,3,1,5,4,1,0
No,34,Travel_Rarely,1,4,Male,2,3,Sales Executive,3,Married,7083,1,Yes,14,3,4,0,10,3,3,10,9,8,6
Yes,31,Travel_Frequently,3,4,Female,3,1,Research Scientist,3,Single,4084,1,No,12,3,1,0,7,2,1,7,2,7,7
No,50,Travel_Frequently,22,3,Male,1,4,Research Director,4,Single,14411,1,Yes,13,3,4,0,32,2,3,32,6,13,9
No,34,Travel_Rarely,7,2,Male,3,1,Sales Representative,3,Married,2308,0,Yes,25,4,2,1,12,4,3,11,10,5,7
No,42,Travel_Rarely,2,3,Male,2,1,Laboratory Technician,2,Married,4841,4,No,14,3,2,1,4,3,3,1,0,0,0
No,37,Travel_Rarely,13,1,Male,3,2,Research Scientist,4,Married,4285,1,No,17,3,1,0,10,2,3,10,8,3,7
No,29,Travel_Rarely,8,3,Female,1,2,Healthcare Representative,1,Married,9715,3,No,13,3,3,1,9,3,3,7,7,0,7
No,33,Travel_Rarely,25,4,Male,2,2,Manufacturing Director,2,Single,4320,1,No,13,3,4,0,5,2,3,5,3,0,2
No,45,Travel_Rarely,28,4,Male,3,1,Research Scientist,4,Married,2132,4,No,20,4,4,1,8,3,3,5,4,0,3
No,42,Travel_Frequently,2,4,Male,3,3,Healthcare Representative,4,Married,10124,2,Yes,14,3,3,1,24,3,1,20,8,13,9
No,40,Travel_Rarely,9,1,Male,3,2,Sales Executive,1,Married,5473,0,No,12,3,4,0,9,5,4,8,4,7,1
No,33,Travel_Rarely,28,2,Male,3,2,Laboratory Technician,3,Married,5207,1,Yes,12,3,2,1,15,3,3,15,14,5,7
No,40,Travel_Rarely,6,3,Male,3,4,Manager,4,Single,16437,1,Yes,21,4,4,0,21,2,3,21,7,7,7
No,24,Travel_Rarely,21,3,Male,2,1,Laboratory Technician,1,Divorced,2296,0,No,14,3,2,3,2,3,3,1,1,0,0
No,40,Non-Travel,8,4,Male,3,2,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,3,0,8,2,3,2,2,2,2
No,45,Travel_Rarely,1,1,Male,3,3,Healthcare Representative,2,Divorced,7441,1,No,12,3,1,3,10,4,3,10,8,7,7
No,35,Travel_Rarely,28,2,Female,2,1,Sales Representative,3,Married,2430,0,No,23,4,1,2,6,5,3,5,3,4,2
No,32,Travel_Rarely,5,4,Female,2,2,Research Scientist,2,Married,5878,3,No,12,3,1,1,12,2,3,7,1,2,5
No,36,Travel_Rarely,2,3,Male,3,1,Sales Representative,4,Single,2644,3,Yes,21,4,4,0,7,3,2,3,2,1,2
No,48,Travel_Rarely,16,3,Female,3,2,Sales Executive,3,Divorced,6439,8,No,14,3,3,1,18,2,3,8,7,7,7
No,29,Travel_Rarely,9,3,Male,4,1,Research Scientist,3,Married,2451,6,No,18,3,1,2,5,2,2,1,0,0,0
No,33,Travel_Rarely,8,1,Male,3,2,Sales Executive,1,Married,6392,2,No,13,3,4,1,8,6,1,2,2,2,2
Yes,30,Travel_Rarely,1,2,Male,2,2,Sales Executive,1,Married,9714,1,No,11,3,4,1,10,4,3,10,8,6,7
No,38,Travel_Frequently,10,3,Male,3,2,Human Resources,3,Married,6077,3,No,11,3,3,0,10,2,3,6,3,1,2
No,35,Travel_Rarely,1,4,Male,2,1,Laboratory Technician,1,Single,2450,1,No,19,3,2,0,3,3,3,3,0,1,2
No,30,Travel_Rarely,29,3,Male,3,3,Sales Executive,2,Married,9250,3,No,12,3,2,1,9,3,3,4,2,1,3
Yes,35,Travel_Rarely,2,1,Female,3,1,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,4,1,1,2,3,1,0,0,0
Yes,53,Travel_Rarely,2,3,Female,2,3,Manufacturing Director,4,Married,10169,0,No,16,3,2,1,34,4,3,33,7,1,9
Yes,38,Travel_Rarely,2,3,Male,3,2,Manufacturing Director,2,Married,4855,4,No,11,3,1,2,7,2,3,5,2,1,4
No,32,Non-Travel,1,4,Male,3,2,Research Scientist,1,Married,4087,4,No,14,3,2,1,9,3,2,6,5,1,2
No,48,Travel_Rarely,15,3,Female,3,1,Research Scientist,1,Married,2367,8,No,12,3,4,1,10,3,2,8,2,7,6
No,34,Travel_Rarely,7,1,Male,3,1,Research Scientist,4,Single,2972,1,No,13,3,3,0,1,4,1,1,0,0,0
No,55,Travel_Rarely,26,3,Male,2,5,Manager,4,Married,19586,1,No,21,4,3,1,36,3,3,36,6,2,13
No,34,Travel_Rarely,1,2,Male,3,2,Research Scientist,4,Married,5484,9,No,17,3,2,1,9,3,2,2,2,2,1
No,26,Travel_Rarely,3,1,Female,3,1,Research Scientist,4,Married,2061,1,No,21,4,1,0,1,5,3,1,0,0,0
No,38,Travel_Rarely,14,3,Male,3,2,Sales Executive,2,Married,9924,0,No,11,3,4,1,10,3,3,9,8,7,7
No,38,Travel_Rarely,16,2,Female,3,2,Sales Executive,2,Single,4198,2,No,12,3,2,0,8,5,4,3,2,1,2
No,36,Travel_Rarely,1,2,Female,3,2,Sales Executive,3,Single,6815,6,No,13,3,1,0,15,5,3,1,0,0,0
No,29,Travel_Rarely,3,2,Male,3,1,Laboratory Technician,1,Single,4723,1,Yes,18,3,4,0,10,3,3,10,9,1,5
No,35,Travel_Rarely,10,1,Female,3,2,Healthcare Representative,3,Single,6142,3,Yes,16,3,3,0,10,4,3,5,2,0,4
No,39,Travel_Rarely,6,4,Male,4,3,Sales Executive,3,Married,8237,2,No,11,3,1,1,11,3,3,7,6,7,6
No,29,Travel_Frequently,2,1,Male,3,2,Healthcare Representative,4,Divorced,8853,1,No,19,3,4,1,6,0,4,6,4,1,3
No,50,Travel_Rarely,9,3,Male,3,5,Manager,3,Married,19331,4,Yes,16,3,3,1,27,2,3,1,0,0,0
No,23,Travel_Rarely,10,4,Male,4,1,Research Scientist,3,Married,2073,2,No,16,3,4,1,4,2,3,2,2,2,2
No,36,Travel_Frequently,6,1,Male,4,2,Laboratory Technician,1,Married,5562,3,Yes,13,3,4,1,9,3,3,3,2,0,2
No,42,Travel_Rarely,9,4,Male,2,5,Manager,4,Single,19613,8,No,22,4,4,0,24,2,3,1,0,0,1
No,35,Travel_Rarely,28,2,Male,4,2,Laboratory Technician,3,Married,3407,1,No,17,3,4,2,10,3,2,10,9,6,8
No,34,Travel_Frequently,10,4,Male,2,2,Healthcare Representative,3,Married,5063,1,No,14,3,2,1,8,3,2,8,2,7,7
No,40,Travel_Rarely,14,4,Female,3,2,Sales Executive,1,Married,4639,1,No,15,3,3,1,5,2,3,5,4,1,2
No,43,Travel_Rarely,27,4,Male,4,1,Laboratory Technician,2,Divorced,4876,5,No,12,3,3,1,8,0,3,6,4,0,2
No,35,Travel_Rarely,7,3,Male,2,1,Laboratory Technician,4,Married,2690,1,No,18,3,4,1,1,5,2,1,0,0,1
No,46,Travel_Rarely,1,4,Male,4,4,Manager,1,Single,17567,1,No,15,3,2,0,27,5,1,26,0,0,12
Yes,28,Travel_Rarely,24,3,Male,3,1,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,3,1,3,3,1,1,0,0
No,22,Non-Travel,26,2,Female,2,1,Research Scientist,3,Married,2814,1,Yes,14,3,2,0,4,2,2,4,2,1,3
No,50,Travel_Frequently,20,2,Male,3,4,Healthcare Representative,3,Married,11245,2,Yes,15,3,3,1,32,3,3,30,8,12,13
No,32,Travel_Rarely,5,2,Female,4,1,Research Scientist,4,Married,3312,3,No,17,3,4,2,6,3,3,3,2,0,2
No,44,Travel_Rarely,7,2,Female,3,5,Research Director,4,Divorced,19049,0,Yes,14,3,4,1,23,4,2,22,7,1,10
No,30,Travel_Rarely,7,2,Male,2,1,Research Scientist,2,Married,2141,1,No,12,3,2,1,6,3,2,6,4,1,1
No,45,Travel_Rarely,5,3,Female,1,2,Laboratory Technician,1,Single,5769,1,Yes,14,3,1,0,10,3,3,10,7,1,4
No,45,Non-Travel,26,1,Male,2,2,Sales Executive,1,Married,4385,1,No,15,3,1,1,10,2,3,10,7,4,5
No,31,Travel_Frequently,2,4,Male,3,2,Sales Executive,1,Single,5332,7,No,13,3,4,0,10,3,3,5,2,0,3
No,36,Travel_Rarely,12,3,Female,3,2,Manufacturing Director,3,Married,4663,9,Yes,12,3,2,2,7,2,3,3,2,1,1
No,34,Travel_Frequently,10,3,Male,4,2,Manufacturing Director,4,Divorced,4724,1,No,13,3,1,1,9,3,3,9,7,7,2
No,49,Travel_Rarely,25,3,Female,3,1,Laboratory Technician,1,Married,3211,1,No,14,3,4,1,10,3,2,9,6,1,4
No,39,Travel_Rarely,10,2,Male,3,2,Manufacturing Director,1,Married,5377,2,No,13,3,4,3,10,3,3,7,7,7,7
No,27,Travel_Rarely,19,4,Male,2,1,Laboratory Technician,1,Divorced,4066,1,No,11,3,1,2,7,3,3,7,7,0,7
No,35,Travel_Rarely,18,2,Male,4,2,Research Scientist,1,Married,5208,1,No,11,3,4,0,16,2,3,16,15,1,10
No,28,Travel_Rarely,27,2,Female,1,2,Manufacturing Director,1,Divorced,4877,0,No,21,4,2,1,6,5,2,5,3,0,0
No,21,Travel_Rarely,5,3,Male,3,1,Research Scientist,4,Single,3117,1,No,18,3,3,0,3,2,3,2,2,2,2
Yes,18,Travel_Frequently,3,2,Female,3,1,Sales Representative,4,Single,1569,1,Yes,12,3,3,0,0,2,4,0,0,0,0
No,47,Travel_Rarely,26,4,Female,3,5,Manager,3,Married,19658,3,No,11,3,3,1,27,2,3,5,2,1,0
No,39,Travel_Rarely,3,3,Male,2,2,Laboratory Technician,3,Divorced,3069,0,No,15,3,4,1,11,3,3,10,8,0,7
No,40,Travel_Rarely,15,1,Female,2,3,Manufacturing Director,3,Married,10435,1,No,13,3,4,2,18,2,3,18,15,14,12
No,35,Non-Travel,8,3,Female,3,2,Healthcare Representative,3,Married,4148,1,No,12,3,4,1,15,5,3,14,11,2,9
No,37,Travel_Rarely,19,3,Male,3,2,Manufacturing Director,3,Married,5768,3,No,17,3,1,3,9,2,2,4,3,0,2
No,39,Travel_Frequently,4,1,Female,3,2,Manufacturing Director,3,Single,5042,0,No,13,3,4,0,10,2,1,9,2,3,8
No,45,Travel_Rarely,2,4,Female,2,2,Manufacturing Director,4,Divorced,5770,1,No,19,3,1,2,10,3,3,10,7,3,9
No,38,Travel_Rarely,2,4,Female,2,3,Manufacturing Director,3,Married,7756,3,Yes,19,3,4,1,10,6,4,5,4,0,2
Yes,35,Travel_Rarely,10,4,Male,2,3,Sales Executive,1,Married,10306,9,No,17,3,3,0,15,3,3,13,12,6,0
No,37,Travel_Rarely,10,2,Female,3,1,Research Scientist,2,Married,3936,1,No,11,3,1,1,8,2,1,8,4,7,7
No,40,Travel_Rarely,16,3,Female,3,3,Manufacturing Director,4,Single,7945,6,Yes,15,3,4,0,18,2,2,4,2,3,3
No,44,Travel_Frequently,1,1,Male,3,2,Human Resources,4,Married,5743,4,Yes,11,3,3,0,14,3,3,10,7,0,2
No,48,Travel_Frequently,4,3,Male,2,4,Manager,4,Married,15202,2,No,25,4,2,1,23,3,3,2,2,2,2
Yes,35,Travel_Rarely,15,1,Male,1,2,Sales Executive,4,Divorced,5440,6,Yes,14,3,4,2,7,2,2,2,2,2,2
No,24,Travel_Frequently,2,1,Female,3,1,Research Scientist,4,Single,3760,1,Yes,13,3,3,0,6,2,3,6,3,1,3
No,27,Travel_Rarely,8,2,Female,4,1,Research Scientist,3,Married,3517,7,No,17,3,1,0,5,0,3,3,2,0,2
No,27,Travel_Frequently,2,4,Male,3,1,Research Scientist,4,Single,2580,2,No,13,3,3,0,6,0,2,4,2,1,2
Yes,40,Travel_Rarely,7,1,Male,3,1,Laboratory Technician,1,Single,2166,3,Yes,14,3,2,0,10,3,1,4,2,0,3
No,29,Travel_Rarely,10,3,Male,2,2,Sales Executive,3,Single,5869,9,No,11,3,3,0,8,2,3,5,2,1,4
No,36,Travel_Rarely,5,2,Female,3,3,Healthcare Representative,1,Married,8008,4,No,12,3,3,2,9,6,3,3,2,0,2
No,25,Travel_Frequently,2,4,Male,4,2,Manufacturing Director,3,Divorced,5206,1,No,17,3,3,2,7,6,3,7,7,0,7
No,39,Travel_Rarely,12,4,Male,3,2,Manufacturing Director,2,Married,5295,4,No,21,4,3,0,7,3,3,5,4,1,0
No,49,Travel_Rarely,22,1,Female,3,4,Research Director,2,Married,16413,3,No,16,3,2,2,27,2,3,4,2,1,2
No,50,Travel_Rarely,17,4,Female,2,3,Research Director,1,Divorced,13269,5,No,15,3,3,3,19,3,3,14,11,1,11
No,20,Travel_Rarely,2,3,Female,3,1,Sales Representative,3,Single,2783,1,No,19,3,1,0,2,3,3,2,2,2,2
No,34,Travel_Rarely,3,4,Female,3,2,Research Scientist,2,Divorced,5433,1,No,12,3,3,1,11,2,3,11,8,7,9
No,36,Travel_Rarely,7,1,Male,3,1,Laboratory Technician,2,Single,2013,2,No,11,3,3,0,15,4,3,4,3,1,3
No,49,Travel_Rarely,6,3,Female,2,4,Healthcare Representative,3,Married,13966,2,Yes,19,3,2,1,30,3,3,15,11,2,12
No,36,Non-Travel,1,4,Female,2,2,Manufacturing Director,3,Married,4374,0,No,15,3,3,0,4,6,3,3,2,1,2
No,36,Travel_Rarely,3,4,Male,4,2,Healthcare Representative,1,Divorced,6842,6,No,20,4,1,1,13,3,3,5,4,0,4
No,54,Travel_Rarely,22,2,Female,3,4,Manager,3,Married,17426,3,No,25,4,3,1,36,6,3,10,8,4,7
No,43,Travel_Rarely,15,3,Male,2,4,Research Director,3,Married,17603,1,No,24,4,1,1,14,3,3,14,10,6,11
Yes,35,Travel_Frequently,12,4,Male,3,2,Sales Executive,4,Single,4581,3,Yes,24,4,1,0,13,2,4,11,9,6,7
No,38,Travel_Frequently,1,4,Male,3,2,Research Scientist,4,Married,4735,7,No,15,3,4,2,19,4,4,13,11,2,9
No,29,Travel_Rarely,5,1,Male,2,2,Sales Executive,2,Divorced,4187,1,Yes,13,3,2,1,10,3,2,10,0,0,9
No,33,Travel_Rarely,2,4,Male,3,2,Sales Executive,4,Divorced,5505,1,No,14,3,3,2,6,5,3,6,2,0,4
No,32,Travel_Rarely,2,4,Male,3,2,Research Scientist,2,Divorced,5470,0,No,13,3,3,2,10,4,2,9,5,1,6
No,31,Travel_Rarely,5,1,Female,3,2,Sales Executive,4,Married,5476,1,No,11,3,1,2,10,2,3,10,0,0,2
No,49,Travel_Rarely,16,4,Female,3,1,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,2,1,17,2,2,2,2,2,2
No,38,Travel_Frequently,2,4,Female,2,1,Laboratory Technician,2,Single,2440,1,No,22,4,2,0,4,3,3,4,3,3,3
No,47,Travel_Rarely,2,2,Female,4,4,Manager,2,Divorced,15972,6,No,14,3,3,3,29,2,3,3,2,1,2
No,49,Travel_Rarely,1,3,Male,3,4,Manager,3,Single,15379,4,No,14,3,1,0,23,2,3,8,7,0,0
No,41,Travel_Rarely,23,4,Male,3,3,Sales Executive,3,Single,7082,3,Yes,16,3,4,0,21,2,3,2,0,0,2
No,20,Travel_Rarely,9,4,Male,3,1,Sales Representative,1,Single,2728,1,No,11,3,1,0,2,3,3,2,2,0,2
No,33,Non-Travel,16,3,Female,3,2,Sales Executive,4,Divorced,5368,1,Yes,25,4,3,1,7,2,3,6,5,1,2
No,36,Travel_Rarely,26,1,Male,3,2,Healthcare Representative,3,Married,5347,6,No,14,3,2,2,10,2,2,3,2,0,2
No,44,Travel_Rarely,1,3,Female,3,1,Human Resources,4,Divorced,3195,4,Yes,18,3,1,3,8,2,3,2,2,2,2
Yes,23,Travel_Rarely,8,4,Male,2,1,Laboratory Technician,3,Single,3989,1,Yes,11,3,1,0,5,2,3,5,4,1,2
No,38,Travel_Rarely,4,4,Female,3,1,Laboratory Technician,3,Married,3306,7,No,19,3,4,1,7,5,2,0,0,0,0
No,53,Travel_Rarely,24,2,Male,4,3,Healthcare Representative,4,Married,7005,3,No,15,3,3,0,11,2,3,4,3,1,2
Yes,48,Travel_Frequently,7,4,Female,3,1,Sales Representative,3,Married,2655,2,Yes,11,3,3,2,19,3,3,9,7,7,7
Yes,32,Travel_Rarely,2,4,Male,3,1,Laboratory Technician,2,Single,1393,1,No,12,3,1,0,1,2,3,1,0,0,0
No,26,Non-Travel,7,4,Male,3,1,Laboratory Technician,4,Single,2570,1,No,20,4,3,0,7,5,3,7,7,5,7
No,55,Travel_Rarely,22,1,Male,2,1,Research Scientist,2,Divorced,3537,5,No,12,3,4,1,8,1,3,4,2,1,2
No,34,Travel_Rarely,5,2,Male,2,2,Laboratory Technician,4,Married,3986,1,No,14,3,3,1,15,3,4,15,10,4,13
No,60,Travel_Rarely,1,3,Male,1,3,Healthcare Representative,4,Divorced,10883,3,No,20,4,3,1,19,2,4,1,0,0,0
No,33,Travel_Rarely,21,2,Male,4,1,Laboratory Technician,2,Married,2028,1,No,18,3,4,3,14,6,3,14,11,2,13
No,37,Travel_Frequently,1,3,Male,1,2,Sales Executive,4,Divorced,9525,1,No,14,3,3,2,6,2,2,6,3,1,3
No,34,Travel_Rarely,19,2,Female,2,1,Research Scientist,4,Married,2929,1,No,12,3,2,0,10,3,3,10,9,8,7
Yes,23,Travel_Rarely,7,3,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,21,4,2,1,3,2,3,3,2,0,2
No,44,Travel_Rarely,2,3,Female,4,3,Healthcare Representative,4,Married,7879,1,Yes,19,3,2,1,9,2,3,8,7,6,7
No,35,Travel_Frequently,2,1,Male,2,1,Research Scientist,4,Single,4930,0,Yes,14,3,3,0,6,2,4,5,4,1,4
No,43,Travel_Rarely,2,4,Male,3,2,Sales Executive,4,Married,7847,1,Yes,17,3,1,1,10,3,3,10,9,8,8
No,24,Travel_Rarely,9,3,Male,4,1,Research Scientist,3,Married,4401,1,No,16,3,4,1,5,1,3,5,3,0,4
No,41,Travel_Rarely,6,4,Male,3,3,Sales Executive,3,Single,9241,1,No,12,3,2,0,10,3,3,10,8,8,7
No,29,Travel_Rarely,9,4,Female,3,1,Laboratory Technician,3,Married,2974,9,No,17,3,3,1,9,2,3,5,3,1,2
No,36,Travel_Rarely,2,3,Female,3,2,Sales Representative,4,Single,4502,3,No,15,3,3,0,17,2,2,13,7,6,7
No,45,Non-Travel,1,3,Male,2,3,Healthcare Representative,3,Married,10748,3,No,23,4,4,1,25,3,2,23,15,14,4
Yes,24,Travel_Rarely,22,4,Male,1,1,Human Resources,3,Married,1555,1,No,11,3,3,1,1,2,3,1,0,0,0
Yes,47,Travel_Frequently,9,3,Male,1,4,Sales Executive,3,Married,12936,7,No,11,3,3,0,25,3,1,23,5,14,10
No,26,Travel_Rarely,17,4,Male,1,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,3,3,4,3,2,0,2
No,45,Travel_Rarely,28,4,Female,2,4,Research Director,2,Single,16704,1,No,11,3,3,0,21,2,3,21,6,8,6
No,32,Travel_Frequently,10,1,Male,3,1,Research Scientist,3,Married,3433,6,No,13,3,1,1,10,3,2,5,2,1,3
No,31,Travel_Rarely,2,2,Male,3,1,Laboratory Technician,3,Married,3477,1,No,14,3,4,1,6,2,4,5,2,0,3
No,41,Non-Travel,4,3,Male,1,2,Human Resources,2,Married,6430,6,No,19,3,2,1,10,4,3,3,2,1,2
No,40,Travel_Rarely,8,2,Female,3,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,2,1,18,3,3,1,0,0,0
No,24,Travel_Rarely,29,2,Male,3,1,Laboratory Technician,1,Divorced,3907,1,No,13,3,2,3,6,2,4,6,2,1,2
No,46,Travel_Rarely,13,3,Male,3,2,Healthcare Representative,2,Single,5562,6,No,14,3,4,0,19,3,3,10,7,0,9
No,35,Travel_Rarely,27,4,Male,3,2,Manufacturing Director,3,Married,6883,2,No,16,3,2,1,17,3,3,7,7,0,7
No,30,Travel_Rarely,16,2,Male,3,1,Research Scientist,4,Married,2862,1,No,12,3,2,1,10,2,2,10,0,0,8
No,47,Non-Travel,2,3,Male,3,2,Sales Executive,2,Married,4978,7,No,11,3,4,1,4,3,1,1,0,0,0
No,46,Travel_Rarely,2,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,2,1,13,5,2,10,6,0,3
